age,gender,race,marital_status,occupation,work_class,final_weight,education,education_num,relationship,capital_gain,capital_loss,hours_per_week,native_country,class
"(30, 35)",Male,*,*,Machine-op-inspct,Private,160449,HS-grad,9,Husband,0,0,44,United-States,>50K
"(30, 35)",Male,*,*,Adm-clerical,State-gov,151763,Masters,14,Not-in-family,0,0,25,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Self-emp-inc,111746,Some-college,10,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Sales,Self-emp-not-inc,171091,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Prof-specialty,Private,100997,Some-college,10,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Self-emp-not-inc,122749,Assoc-voc,11,Own-child,0,0,20,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Private,123429,10th,6,Not-in-family,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Exec-managerial,Private,158438,Some-college,10,Husband,0,0,60,United-States,>50K
"(30, 35)",Male,*,*,Exec-managerial,Self-emp-not-inc,161745,Bachelors,13,Not-in-family,0,1980,60,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Self-emp-not-inc,345705,HS-grad,9,Not-in-family,0,0,45,United-States,>50K
"(30, 35)",Male,*,*,Craft-repair,Private,133770,Assoc-acdm,12,Not-in-family,0,0,50,United-States,>50K
"(30, 35)",Male,*,*,Craft-repair,Self-emp-not-inc,111985,HS-grad,9,Husband,0,0,50,United-States,<=50K
"(30, 35)",Male,*,*,Sales,Private,279015,Some-college,10,Not-in-family,0,0,65,United-States,<=50K
"(30, 35)",Male,*,*,Adm-clerical,Private,193036,Some-college,10,Husband,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Prof-specialty,Private,203408,Bachelors,13,Husband,7688,0,50,United-States,>50K
"(30, 35)",Male,*,*,Sales,Self-emp-inc,110331,HS-grad,9,Husband,0,0,65,United-States,>50K
"(30, 35)",Male,*,*,Exec-managerial,Private,326104,Some-college,10,Husband,0,0,50,United-States,>50K
"(30, 35)",Male,*,*,Adm-clerical,Private,195891,Bachelors,13,Not-in-family,0,0,55,United-States,<=50K
"(30, 35)",Male,*,*,Other-service,Private,209276,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Sales,State-gov,116677,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Sales,Private,124827,Assoc-voc,11,Husband,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Craft-repair,Private,314375,Assoc-voc,11,Not-in-family,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Handlers-cleaners,Private,81528,HS-grad,9,Other-relative,0,0,60,United-States,<=50K
"(30, 35)",Male,*,*,Tech-support,Private,194426,Bachelors,13,Husband,15024,0,40,United-States,>50K
"(30, 35)",Male,*,*,Prof-specialty,Private,213226,Bachelors,13,Husband,0,0,40,Iran,>50K
"(30, 35)",Male,*,*,Craft-repair,Private,509364,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Adm-clerical,Private,91964,Some-college,10,Unmarried,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Sales,Private,89644,Some-college,10,Husband,0,0,55,United-States,>50K
"(30, 35)",Male,*,*,Prof-specialty,Federal-gov,68330,Bachelors,13,Not-in-family,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Craft-repair,Private,94235,HS-grad,9,Husband,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Adm-clerical,State-gov,199539,HS-grad,9,Husband,0,1902,40,United-States,<=50K
"(30, 35)",Male,*,*,Machine-op-inspct,Private,231238,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Transport-moving,Private,281437,Some-college,10,Husband,0,0,55,United-States,<=50K
"(30, 35)",Male,*,*,Other-service,Private,300687,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Sales,Private,255885,Some-college,10,Husband,0,0,50,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Private,33945,HS-grad,9,Not-in-family,6849,0,55,United-States,<=50K
"(30, 35)",Male,*,*,Prof-specialty,Private,164190,Masters,14,Own-child,0,0,20,United-States,<=50K
"(30, 35)",Male,*,*,Exec-managerial,Federal-gov,454508,Bachelors,13,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Adm-clerical,State-gov,79580,Bachelors,13,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Machine-op-inspct,Private,103435,HS-grad,9,Unmarried,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Handlers-cleaners,Private,37646,Some-college,10,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Handlers-cleaners,Private,407930,7th-8th,4,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Handlers-cleaners,Private,159322,HS-grad,9,Other-relative,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Other-service,Private,59083,Some-college,10,Husband,0,1672,50,United-States,<=50K
"(30, 35)",Male,*,*,Tech-support,Private,177304,HS-grad,9,Husband,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Exec-managerial,Private,144064,Bachelors,13,Husband,0,0,50,United-States,<=50K
"(30, 35)",Male,*,*,Other-service,Private,511361,Some-college,10,Own-child,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Private,176360,HS-grad,9,Own-child,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Private,186787,HS-grad,9,Own-child,0,0,42,United-States,<=50K
"(30, 35)",Male,*,*,Protective-serv,Private,225548,Bachelors,13,Husband,0,0,30,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Private,182177,HS-grad,9,Not-in-family,3325,0,35,United-States,<=50K
"(30, 35)",Male,*,*,Machine-op-inspct,Private,259931,7th-8th,4,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Adm-clerical,Private,398827,HS-grad,9,Husband,0,0,60,United-States,<=50K
"(30, 35)",Male,*,*,Sales,Private,265706,Bachelors,13,Not-in-family,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Transport-moving,Private,107793,Some-college,10,Husband,0,0,56,United-States,>50K
"(30, 35)",Male,*,*,Machine-op-inspct,Self-emp-not-inc,96245,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Exec-managerial,Private,232475,Some-college,10,Not-in-family,0,0,50,United-States,<=50K
"(30, 35)",Male,*,*,Sales,Private,296282,Bachelors,13,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Exec-managerial,Private,295589,Masters,14,Husband,0,1977,40,United-States,>50K
"(30, 35)",Male,*,*,Sales,Private,220939,HS-grad,9,Husband,7298,0,45,United-States,>50K
"(30, 35)",Male,*,*,Prof-specialty,Private,94235,Prof-school,15,Own-child,0,0,42,United-States,>50K
"(30, 35)",Male,*,*,Exec-managerial,Private,111567,Bachelors,13,Husband,0,0,70,United-States,>50K
"(30, 35)",Male,*,*,Protective-serv,Local-gov,326104,HS-grad,9,Husband,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Sales,Private,125279,HS-grad,9,Unmarried,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Private,169269,7th-8th,4,Unmarried,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Handlers-cleaners,Private,44392,Assoc-acdm,12,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Private,194740,Some-college,10,Husband,0,0,55,Greece,<=50K
"(30, 35)",Male,*,*,Farming-fishing,Private,27380,Bachelors,13,Husband,0,0,50,United-States,>50K
"(30, 35)",Male,*,*,Prof-specialty,Private,423770,Some-college,10,Own-child,0,0,40,Mexico,<=50K
"(30, 35)",Male,*,*,Handlers-cleaners,Private,91145,HS-grad,9,Unmarried,0,0,55,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Private,207537,HS-grad,9,Own-child,0,1669,50,United-States,<=50K
"(30, 35)",Male,*,*,Prof-specialty,Private,223212,Bachelors,13,Husband,0,1848,40,Peru,>50K
"(30, 35)",Male,*,*,Exec-managerial,Private,170983,Bachelors,13,Husband,0,0,60,United-States,>50K
"(30, 35)",Male,*,*,Tech-support,Private,186269,Bachelors,13,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Prof-specialty,Private,403433,Bachelors,13,Not-in-family,0,0,50,United-States,>50K
"(30, 35)",Male,*,*,Craft-repair,Private,123178,10th,6,Not-in-family,0,0,50,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Private,231043,HS-grad,9,Husband,0,0,50,United-States,>50K
"(30, 35)",Male,*,*,Prof-specialty,Local-gov,446358,Doctorate,16,Not-in-family,0,0,50,Mexico,>50K
"(30, 35)",Male,*,*,Farming-fishing,Self-emp-inc,80249,Some-college,10,Husband,0,0,72,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,State-gov,159537,Assoc-acdm,12,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Private,116508,HS-grad,9,Husband,0,0,40,Germany,<=50K
"(30, 35)",Male,*,*,Exec-managerial,Private,40142,Bachelors,13,Husband,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Farming-fishing,Private,161745,Assoc-voc,11,Husband,0,0,45,United-States,<=50K
"(30, 35)",Male,*,*,Exec-managerial,Private,173730,Bachelors,13,Husband,0,0,50,United-States,>50K
"(30, 35)",Male,*,*,Machine-op-inspct,Private,197023,Assoc-voc,11,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Sales,Private,340940,Bachelors,13,Husband,7298,0,60,United-States,>50K
"(30, 35)",Male,*,*,Farming-fishing,Private,239781,Preschool,1,Husband,0,0,40,Mexico,<=50K
"(30, 35)",Male,*,*,Transport-moving,Private,329301,HS-grad,9,Not-in-family,0,0,55,United-States,<=50K
"(30, 35)",Male,*,*,Adm-clerical,Private,203488,Bachelors,13,Husband,7298,0,50,United-States,>50K
"(30, 35)",Male,*,*,Transport-moving,Private,194055,HS-grad,9,Husband,0,0,50,United-States,<=50K
"(30, 35)",Male,*,*,Exec-managerial,Private,114691,Some-college,10,Husband,0,0,50,United-States,>50K
"(30, 35)",Male,*,*,Prof-specialty,Private,75755,Assoc-voc,11,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Exec-managerial,Self-emp-not-inc,65278,Doctorate,16,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Private,221043,HS-grad,9,Husband,0,0,35,United-States,<=50K
"(30, 35)",Male,*,*,Machine-op-inspct,Private,42485,HS-grad,9,Husband,0,0,55,United-States,<=50K
"(30, 35)",Male,*,*,Transport-moving,Private,332379,Some-college,10,Unmarried,0,0,50,United-States,<=50K
"(30, 35)",Male,*,*,Prof-specialty,Private,96016,Bachelors,13,Not-in-family,0,0,45,United-States,<=50K
"(30, 35)",Male,*,*,Sales,Private,119422,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Machine-op-inspct,Private,247328,9th,5,Husband,3137,0,40,Mexico,<=50K
"(30, 35)",Male,*,*,Prof-specialty,Private,130304,HS-grad,9,Husband,0,1485,48,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,State-gov,33308,Assoc-voc,11,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Exec-managerial,Private,30497,Bachelors,13,Husband,15024,0,60,United-States,>50K
"(30, 35)",Male,*,*,Craft-repair,Private,286675,HS-grad,9,Own-child,0,0,50,United-States,<=50K
"(30, 35)",Male,*,*,Other-service,Private,274222,Bachelors,13,Husband,7688,0,38,United-States,>50K
"(30, 35)",Male,*,*,Handlers-cleaners,Private,206051,HS-grad,9,Husband,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Machine-op-inspct,Private,344129,HS-grad,9,Husband,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Sales,Self-emp-not-inc,181485,Bachelors,13,Not-in-family,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Prof-specialty,Private,55291,Bachelors,13,Husband,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Protective-serv,Private,247205,Bachelors,13,Husband,0,0,40,England,<=50K
"(30, 35)",Male,*,*,Handlers-cleaners,Private,306383,Some-college,10,Not-in-family,0,0,50,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Private,80933,HS-grad,9,Husband,0,1672,40,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Private,151868,9th,5,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Machine-op-inspct,Private,107843,HS-grad,9,Husband,5178,0,50,United-States,>50K
"(30, 35)",Male,*,*,Adm-clerical,Private,125762,Some-college,10,Husband,0,0,30,United-States,<=50K
"(30, 35)",Male,*,*,Transport-moving,Private,173647,Some-college,10,Not-in-family,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Sales,Self-emp-not-inc,131568,HS-grad,9,Husband,0,0,66,United-States,<=50K
"(30, 35)",Male,*,*,Exec-managerial,Self-emp-inc,117963,Assoc-acdm,12,Husband,0,1887,60,United-States,>50K
"(30, 35)",Male,*,*,Exec-managerial,Private,171216,Bachelors,13,Husband,0,0,50,United-States,>50K
"(30, 35)",Male,*,*,Sales,Private,504725,10th,6,Other-relative,0,0,18,Guatemala,<=50K
"(30, 35)",Male,*,*,Other-service,Private,35644,HS-grad,9,Own-child,0,0,10,United-States,<=50K
"(30, 35)",Male,*,*,Prof-specialty,Federal-gov,111567,Prof-school,15,Husband,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Craft-repair,Private,353213,Assoc-acdm,12,Not-in-family,0,0,60,United-States,<=50K
"(30, 35)",Male,*,*,Protective-serv,Local-gov,363032,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Handlers-cleaners,Private,23778,7th-8th,4,Not-in-family,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Exec-managerial,Self-emp-inc,139057,HS-grad,9,Husband,0,0,84,Taiwan,>50K
"(30, 35)",Male,*,*,Craft-repair,Private,408328,7th-8th,4,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Local-gov,127651,HS-grad,9,Husband,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Tech-support,Private,173005,Some-college,10,Husband,0,0,50,United-States,>50K
"(30, 35)",Male,*,*,Craft-repair,Private,207253,Assoc-voc,11,Husband,0,0,40,England,<=50K
"(30, 35)",Male,*,*,Craft-repair,Private,207201,Some-college,10,Husband,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Tech-support,Private,381153,10th,6,Husband,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Prof-specialty,Self-emp-not-inc,320194,Prof-school,15,Unmarried,0,0,48,United-States,>50K
"(30, 35)",Male,*,*,Transport-moving,Private,225053,HS-grad,9,Not-in-family,0,0,45,United-States,<=50K
"(30, 35)",Male,*,*,Exec-managerial,Private,245378,Bachelors,13,Husband,0,0,45,United-States,<=50K
"(30, 35)",Male,*,*,Prof-specialty,Private,146161,Bachelors,13,Husband,0,0,60,United-States,>50K
"(30, 35)",Male,*,*,Craft-repair,Private,288825,HS-grad,9,Not-in-family,0,2258,84,United-States,<=50K
"(30, 35)",Male,*,*,Prof-specialty,Local-gov,190401,Masters,14,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Exec-managerial,Private,45604,HS-grad,9,Husband,0,0,54,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Private,94235,Bachelors,13,Unmarried,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Sales,Self-emp-inc,68330,Some-college,10,Husband,0,0,50,United-States,<=50K
"(30, 35)",Male,*,*,Prof-specialty,Private,275438,Some-college,10,Husband,5178,0,40,United-States,>50K
"(30, 35)",Male,*,*,Machine-op-inspct,Private,219838,12th,8,Not-in-family,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Exec-managerial,Private,223327,HS-grad,9,Husband,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Adm-clerical,State-gov,150570,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Prof-specialty,Private,144064,Doctorate,16,Husband,0,0,55,United-States,>50K
"(30, 35)",Male,*,*,Craft-repair,Self-emp-not-inc,226624,9th,5,Husband,0,0,60,United-States,<=50K
"(30, 35)",Male,*,*,Exec-managerial,Local-gov,90409,Some-college,10,Husband,0,0,35,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Private,327202,12th,8,Not-in-family,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Machine-op-inspct,Private,260560,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Machine-op-inspct,Private,119422,Assoc-voc,11,Husband,0,1672,50,United-States,<=50K
"(30, 35)",Male,*,*,Farming-fishing,Self-emp-not-inc,155343,Some-college,10,Not-in-family,0,0,72,United-States,<=50K
"(30, 35)",Male,*,*,Machine-op-inspct,Private,58597,HS-grad,9,Own-child,0,0,44,United-States,<=50K
"(30, 35)",Male,*,*,Sales,Private,62165,Some-college,10,Other-relative,0,0,30,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Private,145434,11th,7,Own-child,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Prof-specialty,Private,456399,Assoc-acdm,12,Not-in-family,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Other-service,Private,261059,Some-college,10,Not-in-family,0,0,50,United-States,<=50K
"(30, 35)",Male,*,*,Exec-managerial,Private,34104,HS-grad,9,Husband,3103,0,55,United-States,>50K
"(30, 35)",Male,*,*,Prof-specialty,Private,312667,Bachelors,13,Husband,15024,0,50,United-States,>50K
"(30, 35)",Male,*,*,Handlers-cleaners,Private,488720,Assoc-voc,11,Husband,0,0,40,Mexico,<=50K
"(30, 35)",Male,*,*,Machine-op-inspct,Private,256609,12th,8,Husband,0,0,40,Mexico,<=50K
"(30, 35)",Male,*,*,Prof-specialty,Private,206512,Some-college,10,Not-in-family,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Exec-managerial,Local-gov,240252,Masters,14,Husband,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Tech-support,Private,65278,HS-grad,9,Husband,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Adm-clerical,Private,80058,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Handlers-cleaners,Private,195750,HS-grad,9,Own-child,0,0,27,United-States,<=50K
"(30, 35)",Male,*,*,Prof-specialty,Self-emp-inc,186824,Prof-school,15,Husband,15024,0,40,United-States,>50K
"(30, 35)",Male,*,*,Prof-specialty,Local-gov,43959,Masters,14,Husband,7688,0,50,United-States,>50K
"(30, 35)",Male,*,*,Machine-op-inspct,Private,184901,HS-grad,9,Husband,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Sales,Private,180603,Bachelors,13,Husband,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Machine-op-inspct,Private,256211,HS-grad,9,Husband,0,0,40,South,<=50K
"(30, 35)",Male,*,*,Prof-specialty,Self-emp-not-inc,348038,Bachelors,13,Husband,0,1902,50,Puerto-Rico,>50K
"(30, 35)",Male,*,*,Craft-repair,Private,93930,HS-grad,9,Not-in-family,0,0,50,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Self-emp-inc,46807,HS-grad,9,Husband,99999,0,40,United-States,>50K
"(30, 35)",Male,*,*,Craft-repair,Private,425627,Some-college,10,Other-relative,0,0,40,Mexico,<=50K
"(30, 35)",Male,*,*,Other-service,Private,82623,HS-grad,9,Husband,0,0,20,United-States,<=50K
"(30, 35)",Male,*,*,Sales,Private,27494,Some-college,10,Husband,0,0,50,Taiwan,<=50K
"(30, 35)",Male,*,*,Prof-specialty,State-gov,37070,Masters,14,Husband,0,0,60,Canada,<=50K
"(30, 35)",Male,*,*,Protective-serv,State-gov,93589,HS-grad,9,Own-child,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Sales,Private,302149,Bachelors,13,Husband,0,0,40,India,<=50K
"(30, 35)",Male,*,*,Prof-specialty,Private,110643,Bachelors,13,Husband,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Farming-fishing,Private,56026,HS-grad,9,Husband,0,0,60,United-States,>50K
"(30, 35)",Male,*,*,Other-service,Local-gov,49325,7th-8th,4,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Sales,Private,379798,Some-college,10,Husband,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Prof-specialty,Local-gov,168387,Masters,14,Husband,0,0,50,United-States,<=50K
"(30, 35)",Male,*,*,Exec-managerial,Private,299635,Masters,14,Husband,0,1902,50,United-States,>50K
"(30, 35)",Male,*,*,Craft-repair,Private,350979,HS-grad,9,Husband,0,0,40,Laos,<=50K
"(30, 35)",Male,*,*,Prof-specialty,Federal-gov,72338,Assoc-voc,11,Other-relative,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Private,142675,12th,8,Husband,0,0,50,United-States,<=50K
"(30, 35)",Male,*,*,Transport-moving,Private,312667,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Handlers-cleaners,Private,343925,HS-grad,9,Not-in-family,0,0,40,Jamaica,<=50K
"(30, 35)",Male,*,*,Craft-repair,Private,155343,HS-grad,9,Husband,5013,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Handlers-cleaners,Private,401104,HS-grad,9,Husband,0,0,50,United-States,>50K
"(30, 35)",Male,*,*,Other-service,Private,34374,Some-college,10,Not-in-family,0,0,50,United-States,<=50K
"(30, 35)",Male,*,*,Prof-specialty,Local-gov,147654,Assoc-voc,11,Husband,0,0,60,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Private,198003,Some-college,10,Husband,7298,0,50,United-States,>50K
"(30, 35)",Male,*,*,Tech-support,Private,164243,HS-grad,9,Husband,0,0,60,United-States,>50K
"(30, 35)",Male,*,*,Craft-repair,Private,152940,Some-college,10,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Other-service,Local-gov,190228,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Handlers-cleaners,Private,157747,9th,5,Not-in-family,0,0,70,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Federal-gov,125856,HS-grad,9,Unmarried,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Private,155343,HS-grad,9,Husband,0,1848,50,United-States,>50K
"(30, 35)",Male,*,*,Craft-repair,Private,211334,Some-college,10,Husband,2407,0,65,United-States,<=50K
"(30, 35)",Male,*,*,Transport-moving,Private,260782,Some-college,10,Husband,0,1579,45,El-Salvador,<=50K
"(30, 35)",Male,*,*,Prof-specialty,Private,135312,Bachelors,13,Not-in-family,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Prof-specialty,Local-gov,226443,Masters,14,Husband,0,1887,45,United-States,>50K
"(30, 35)",Male,*,*,Craft-repair,Self-emp-not-inc,39369,Bachelors,13,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Private,340917,HS-grad,9,Unmarried,14344,0,40,United-States,>50K
"(30, 35)",Male,*,*,Prof-specialty,Federal-gov,127651,Bachelors,13,Husband,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Protective-serv,Federal-gov,206823,Bachelors,13,Not-in-family,0,0,50,United-States,>50K
"(30, 35)",Male,*,*,Machine-op-inspct,Private,112115,HS-grad,9,Husband,0,0,60,Ireland,>50K
"(30, 35)",Male,*,*,Other-service,Local-gov,43959,HS-grad,9,Husband,0,0,50,United-States,<=50K
"(30, 35)",Male,*,*,Prof-specialty,Private,164190,Some-college,10,Husband,0,0,50,United-States,>50K
"(30, 35)",Male,*,*,Exec-managerial,Private,174789,Assoc-acdm,12,Husband,0,1848,50,United-States,>50K
"(30, 35)",Male,*,*,Machine-op-inspct,Private,238944,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Exec-managerial,Private,164190,Bachelors,13,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Tech-support,Private,209900,Some-college,10,Own-child,0,0,20,United-States,<=50K
"(30, 35)",Male,*,*,Exec-managerial,Private,112115,Bachelors,13,Husband,0,0,50,United-States,>50K
"(30, 35)",Male,*,*,Craft-repair,Private,424988,HS-grad,9,Husband,0,0,45,United-States,<=50K
"(30, 35)",Male,*,*,Exec-managerial,Private,253438,Some-college,10,Husband,0,0,60,United-States,>50K
"(30, 35)",Male,*,*,Protective-serv,State-gov,182556,Bachelors,13,Husband,0,1887,45,United-States,>50K
"(30, 35)",Male,*,*,Craft-repair,Private,267859,HS-grad,9,Own-child,0,0,40,El-Salvador,<=50K
"(30, 35)",Male,*,*,Craft-repair,Private,196266,HS-grad,9,Husband,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Adm-clerical,Local-gov,247328,Some-college,10,Not-in-family,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Other-service,Local-gov,303867,9th,5,Own-child,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Private,213179,Some-college,10,Own-child,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Craft-repair,Self-emp-inc,132601,HS-grad,9,Husband,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Craft-repair,Private,153078,Assoc-acdm,12,Own-child,0,0,50,United-States,<=50K
"(30, 35)",Male,*,*,Exec-managerial,Private,223267,HS-grad,9,Other-relative,0,0,50,United-States,<=50K
"(30, 35)",Male,*,*,Prof-specialty,Private,315640,Doctorate,16,Husband,0,1977,40,China,>50K
"(30, 35)",Male,*,*,Handlers-cleaners,Private,499249,HS-grad,9,Not-in-family,0,0,40,Guatemala,<=50K
"(30, 35)",Male,*,*,Prof-specialty,Private,117963,Prof-school,15,Husband,0,0,50,United-States,>50K
"(30, 35)",Male,*,*,Sales,Self-emp-not-inc,118267,Assoc-acdm,12,Not-in-family,0,0,60,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Private,259425,HS-grad,9,Husband,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Prof-specialty,State-gov,79440,Masters,14,Not-in-family,0,0,30,Japan,<=50K
"(30, 35)",Male,*,*,Machine-op-inspct,Private,141410,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Exec-managerial,Federal-gov,129707,Some-college,10,Not-in-family,0,0,50,United-States,<=50K
"(30, 35)",Male,*,*,Farming-fishing,Private,296509,7th-8th,4,Not-in-family,0,0,45,Mexico,<=50K
"(30, 35)",Male,*,*,Prof-specialty,Private,473133,Masters,14,Husband,0,0,40,United-States,>50K
"(30, 35)",Male,*,*,Craft-repair,Self-emp-not-inc,295591,1st-4th,2,Not-in-family,0,0,40,Mexico,<=50K
"(30, 35)",Male,*,*,Craft-repair,Local-gov,255004,Some-college,10,Not-in-family,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Private,170769,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Machine-op-inspct,Private,178615,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(30, 35)",Male,*,*,Craft-repair,Private,205649,Assoc-acdm,12,Not-in-family,0,0,20,United-States,<=50K
"(30, 35)",Male,*,*,Other-service,Private,363130,HS-grad,9,Unmarried,0,0,18,United-States,<=50K
